query,searched_part,url,title,price,currency,price_num,matched_part,matched_brand,part_match,sale_type,units,price_per_unit,desc_excerpt,source,accepted,decision_reason,spec:Marca,spec:Código do Produto,spec:NCM,spec:Garantia,spec:Conteúdo,spec:Posição,spec:Código da Montadora,spec:Aplicação
bucha dianteiro sampel 2756,2756,https://www.canaldapeca.com.br/p/1963510/bucha-da-bandeja-sampel-2756-unitario,Bucha da Bandeja - Sampel - 2756 - Unitário,,,,2756,Sampel,1,UNIDADE,1,,,canaldapeca,1,OK_PN_VERIFICADO_NO_TITULO,Sampel,2756,40169990,12 Meses,Unitário,Dianteira,Original Ford: 2S653063AB,FORD ECOSPORT 2007 | FREESTYLE 1.6 L 8V SOHC L4 - FORD ECOSPORT 2008 | Todas as versões - FORD ECOSPORT 2009 | Todas as versões - FORD ECOSPORT 2010 | VER MAIS
