canonical_key,brand,model,size,n_listings,marketplaces,min_price,max_price,mean_price,median_price,p10,p90,media_correta,evidence_files
dunlop||direzza,dunlop,direzza,,2,mercadolivre,349.0,349.0,349.0,349.0,349.0,349.0,349.0,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-50-r16/pneu-195-50-r16-dunlop-direzza_20250811_142844.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-50-r16/pneu-195-50-r16-dunlop-direzza_20250814_153113.csv"
dunlop|195/55R15|direzza dz102,dunlop,direzza dz102,195/55R15,4,mercadolivre,597.08,638.48,617.78,617.78,597.08,638.48,617.78,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r15/pneu-195-55-r15-dunlop_20250811_144349.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r15/pneu-195-55-r15-dunlop_20250814_154437.csv"
dunlop|185/55R16|eagle,dunlop,eagle,185/55R16,1,pneustore,606.13,606.13,606.13,606.13,606.13,606.13,606.13,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/185-55-r16/pneu-18555r16-dunlop-enasave_20250811_140452.csv
dunlop|175/70R14|efficientgrip,dunlop,efficientgrip,175/70R14,1,pneustore,498.57,498.57,498.57,498.57,498.57,498.57,498.57,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/175-70-r14/pneu-17570r14-dunlop-grandtrek_20250811_134415.csv
dunlop|185/55R16|efficientgrip,dunlop,efficientgrip,185/55R16,1,pneustore,684.35,684.35,684.35,684.35,684.35,684.35,684.35,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/185-55-r16/pneu-18555r16-dunlop-enasave_20250811_140452.csv
dunlop|205/55R16|efficientgrip,dunlop,efficientgrip,205/55R16,1,pneustore,576.79,576.79,576.79,576.79,576.79,576.79,576.79,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-55-r16/pneu-20555r16-dunlop-enasave_20250811_182746.csv
dunlop|215/60R17|efficientgrip,dunlop,efficientgrip,215/60R17,2,pneustore,801.68,806.57,804.125,804.125,802.169,806.081,,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/215-60-r17/pneu-21560r17-dunlop-grandtrek_20250811_201426.csv
dunlop|185/55R16|enasave,dunlop,enasave,185/55R16,44,mercadolivre,150.0,858.0,663.5259090909092,746.16,180.0,815.82,697.8650000000001,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-dunlop-enasave_20250811_133000.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-dunlop-enasave_20250814_143750.csv"
dunlop|205/55R16|enasave,dunlop,enasave,205/55R16,39,mercadolivre,538.45,697.82,604.8217948717949,589.99,559.99,680.992,600.4578125,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-dunlop-enasave_20250811_160146.csv
dunlop|205/60R16|enasave,dunlop,enasave,205/60R16,28,mercadolivre,349.99,2000.0,826.8817857142858,797.39,671.9929999999999,926.653,809.6836363636364,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r16/pneu-205-60-r16-dunlop-enasave_20250811_162521.csv
dunlop||enasave,dunlop,enasave,,9,mercadolivre,160.0,660.0,454.44444444444446,526.0,160.0,660.0,454.44444444444446,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-dunlop-enasave_20250811_133000.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-dunlop-enasave_20250814_143750.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-dunlop-enasave_20250811_160146.csv"
dunlop||enasave ec300,dunlop,enasave ec300,,5,"magazineluiza,mercadolivre",260.0,570.86,490.004,570.86,346.976,570.86,547.505,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-enasave_20250807_150220.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-enasave_20250808_143721.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-55-r16/pneu-20555r16-dunlop-enasave_20250808_093200.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-dunlop-enasave_20250808_134721.csv"
dunlop|185/55R16|enasave ec300,dunlop,enasave ec300,185/55R16,55,"magazineluiza,mercadolivre",150.0,858.0,684.562909090909,709.33,607.824,818.74,714.5500000000001,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-185-55-r16-dunlop-enasave-ec300-mv_20250804_105404.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-enasave_20250807_150220.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-enasave_20250808_143721.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-enasave_20250811_133255.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-enasave_20250814_123227.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-dunlop-enasave_20250808_120032.csv"
dunlop|195/65R15|enasave ec300,dunlop,enasave ec300,195/65R15,2,magazineluiza,800.99,800.99,800.99,800.99,800.99,800.99,800.99,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-65-r15/pneu-19565r15-dunlop-fm800_20250808_083711.json
dunlop|205/55R16|enasave ec300,dunlop,enasave ec300,205/55R16,63,"magazineluiza,mercadolivre",477.44,723.04,613.5103174603175,589.99,559.99,696.254,609.5120000000001,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-55-r16/pneu-20555r16-dunlop-enasave_20250808_093200.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-55-r16/pneu-20555r16-dunlop-enasave_20250811_182103.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-55-r16/pneu-20555r16-dunlop-enasave_20250814_135719.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-dunlop-enasave_20250808_134721.csv"
dunlop||fm800,dunlop,fm800,,12,magazineluiza,441.58,576.8,474.36416666666656,458.77,441.734,566.465,456.95124999999996,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-fm800_20250807_150529.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-fm800_20250808_144113.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-185-60-r15-dunlop-fm800_20250804_133432.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-18560r15-dunlop-fm800_20250807_151738.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-18560r15-dunlop-fm800_20250808_145541.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r15/pneu-195-55-r15-dunlop-fm-800_20250805_103259.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r15/pneu-19555r15-dunlop-fm800_20250807_163430.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r15/pneu-19555r15-dunlop-fm800_20250808_162302.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r16/pneu-19555r16-dunlop-fm800_20250808_164611.csv"
dunlop|185/55R16|fm800,dunlop,fm800,185/55R16,68,"magazineluiza,mercadolivre",190.0,811.0,678.2673529411766,701.93,593.16,762.06,691.8833928571429,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-fm800_20250807_150529.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-fm800_20250808_144113.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-fm800_20250811_133645.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-dunlop-fm800_20250814_123423.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-dunlop-fm800_20250808_120126.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-dunlop-fm800_20250811_133256.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-dunlop-fm800_20250814_143924.csv"
dunlop|185/60R15|fm800,dunlop,fm800,185/60R15,99,"magazineluiza,mercadolivre,pneustore",254.13,759.81,576.2342424242424,586.0,492.9,654.41,586.86075,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-185-60-r15-dunlop-fm800_20250804_133432.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-18560r15-dunlop-fm800_20250807_151738.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-18560r15-dunlop-fm800_20250808_145541.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-18560r15-dunlop-fm800_20250811_134955.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-18560r15-dunlop-fm800_20250814_124041.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-dunlop-fm800_20250808_120748.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-dunlop-fm800_20250811_134153.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-dunlop-fm800_20250814_144822.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/185-60-r15/pneu-18560r15-dunlop-fm800_20250811_142314.csv"
dunlop|185/65R15|fm800,dunlop,fm800,185/65R15,98,"magazineluiza,mercadolivre,pneustore",150.0,759.81,507.74632653061224,514.42,395.0,645.087,513.7987341772151,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-185-65-r15-dunlop-fm800_20250804_152216.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-18565r15-dunlop-fm800_20250807_155334.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-18565r15-dunlop-fm800_20250808_153345.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-18565r15-dunlop-fm800_20250811_143357.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r15/pneu-18565r15-dunlop-fm800_20250814_130027.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-dunlop-fm800_20250808_122837.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-dunlop-fm800_20250811_140808.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-dunlop-fm800_20250814_151245.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/185-65-r15/pneu-18565r15-dunlop-fm800_20250811_150110.csv"
dunlop|195/55R15|fm800,dunlop,fm800,195/55R15,86,"magazineluiza,mercadolivre,pneustore",250.0,720.69,514.8554651162792,536.67,422.91,602.39,511.93178082191787,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r15/pneu-195-55-r15-dunlop-fm-800_20250805_103259.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r15/pneu-19555r15-dunlop-fm800_20250807_163430.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r15/pneu-19555r15-dunlop-fm800_20250808_162302.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r15/pneu-19555r15-dunlop-fm800_20250811_154316.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r15/pneu-19555r15-dunlop-fm800_20250814_131203.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r15/pneu-195-55-r15-dunlop-fm800_20250811_144546.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r15/pneu-195-55-r15-dunlop-fm800_20250814_154639.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r15/pneu-195-55-r15-dunlop_20250811_144349.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r15/pneu-195-55-r15-dunlop_20250814_154437.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/195-55-r15/pneu-19555r15-dunlop-fm800_20250811_160906.csv"
dunlop|195/55R16|fm800,dunlop,fm800,195/55R16,27,"magazineluiza,mercadolivre,pneustore",441.58,750.16,660.4777777777779,684.99,441.58,728.98,653.3032,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r16/pneu-19555r16-dunlop-fm800_20250808_164611.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r16/pneu-19555r16-dunlop-fm800_20250811_162211.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-55-r16/pneu-19555r16-dunlop-fm800_20250814_131928.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r16/pneu-195-55-r16-dunlop-fm800_20250808_130621.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r16/pneu-195-55-r16-dunlop-fm800_20250811_145955.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r16/pneu-195-55-r16-dunlop-fm800_20250814_155904.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/195-55-r16/pneu-19555r16-dunlop-fm800_20250811_165049.csv"
dunlop|195/60R15|fm800,dunlop,fm800,195/60R15,82,"magazineluiza,mercadolivre,pneustore",356.79,620.33,531.2489024390244,552.58,441.66,600.295,534.05,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-60-r15/pneu-19560r15-dunlop-fm800_20250811_165117.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-60-r15/pneu-19560r15-dunlop-fm800_20250814_132351.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-dunlop-fm800_20250808_131539.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-dunlop-fm800_20250811_151212.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-60-r15/pneu-195-60-r15-dunlop-fm800_20250814_161008.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/195-60-r15/pneu-19560r15-dunlop-fm800_20250811_170829.csv"
dunlop|195/65R15|fm800,dunlop,fm800,195/65R15,30,"magazineluiza,mercadolivre,pneustore",366.57,699.09,598.2590000000001,618.16,518.274,675.423,608.645,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-65-r15/pneu-19565r15-dunlop-fm800_20250808_083711.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-65-r15/pneu-19565r15-dunlop-fm800_20250811_170810.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-65-r15/pneu-19565r15-dunlop-fm800_20250814_132915.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-65-r15/pneu-195-65-r15-dunlop-fm800_20250811_152018.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-65-r15/pneu-195-65-r15-dunlop-fm800_20250814_161516.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/195-65-r15/pneu-19565r15-dunlop-fm800_20250811_172200.csv"
dunlop|205/50R17|fm800,dunlop,fm800,205/50R17,34,"mercadolivre,pneustore",75.0,1515.46,753.3635294117647,805.345,219.36900000000009,1037.0,787.7037037037037,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-50-r17/pneu-205-50-r17-dunlop-fm800_20250811_154417.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-50-r17/pneu-205-50-r17-dunlop-fm800_20250814_163405.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-50-r17/pneu-20550r17-dunlop-fm800_20250811_180141.csv"
dunlop|205/55R16|fm800,dunlop,fm800,205/55R16,40,"magazineluiza,mercadolivre,pneustore",485.1,1075.46,646.5935000000001,652.57,533.61,697.49,644.219393939394,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-55-r16/pneu-20555r16-dunlop-fm800_20250811_180555.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-55-r16/pneu-20555r16-dunlop-fm800_20250814_135042.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-dunlop-fm800_20250811_155301.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-dunlop-fm800_20250814_163957.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-55-r16/pneu-20555r16-dunlop-fm800_20250811_181914.csv"
dunlop|205/60R15|fm800,dunlop,fm800,205/60R15,37,"magazineluiza,mercadolivre,pneustore",293.23,850.57,599.6300000000001,609.9,416.438,731.2199999999999,604.1306896551725,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-60-r15/pneu-20560r15-dunlop-fm800_20250811_184209.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-60-r15/pneu-20560r15-dunlop-fm800_20250814_140904.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r15/pneu-205-60-r15-dunlop-fm800_20250811_161723.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-60-r15/pneu-20560r15-dunlop-fm800_20250811_184632.csv"
dunlop|215/50R17|fm800,dunlop,fm800,215/50R17,25,"mercadolivre,pneustore",303.01,972.92,730.5031999999999,744.33,563.104,882.878,741.8557894736841,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/215-50-r17/pneu-215-50-r17-dunlop-fm800_20250808_143206.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/215-50-r17/pneu-215-50-r17-dunlop-fm800_20250811_171231.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/215-50-r17/pneu-215-50r17-dunlop-fm800_20250808_103711.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/215-50-r17/pneu-21550r17-dunlop-fm800_20250811_195955.csv"
dunlop||fm800,dunlop,fm800,,9,mercadolivre,282.0,749.68,551.1044444444445,629.0,282.0,700.288,526.2825,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-dunlop-fm800_20250811_134153.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-dunlop-fm800_20250814_151245.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r15/pneu-195-55-r15-dunlop-fm800_20250811_144546.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r15/pneu-195-55-r15-dunlop-fm800_20250814_154639.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-dunlop-fm800_20250811_155301.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-dunlop-fm800_20250814_163957.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/215-50-r17/pneu-215-50-r17-dunlop-fm800_20250811_171231.csv"
dunlop|175/70R14|grandtrek,dunlop,grandtrek,175/70R14,33,mercadolivre,553.0,787.03,654.9730303030302,643.84,576.892,741.978,651.85,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-dunlop-grandtrek_20250811_131716.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-dunlop-grandtrek_20250814_142432.csv"
dunlop|205/70R15|grandtrek,dunlop,grandtrek,205/70R15,24,mercadolivre,629.68,874.51,749.2829166666667,760.5,647.923,827.831,752.0183333333333,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-70-r15/pneu-205-70-r15-dunlop-grandtrek_20250811_165253.csv
dunlop|215/60R17|grandtrek,dunlop,grandtrek,215/60R17,30,mercadolivre,809.01,1084.0,954.4983333333333,951.23,851.393,1031.1000000000001,954.93125,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/215-60-r17/pneu-215-60-r17-dunlop-grandtrek_20250811_172658.csv
dunlop||grandtrek,dunlop,grandtrek,,4,mercadolivre,150.0,941.32,385.33000000000004,225.0,165.0,733.9240000000002,225.0,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/215-60-r17/pneu-215-60-r17-dunlop-grandtrek_20250811_172658.csv
dunlop||lm704,dunlop,lm704,,2,magazineluiza,439.1,439.1,439.1,439.1,439.1,439.1,439.1,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r14/pneu-18560r14-dunlop-lm704_20250807_150951.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r14/pneu-18560r14-dunlop-lm704_20250808_144456.csv"
dunlop|185/60R14|lm704,dunlop,lm704,185/60R14,99,"magazineluiza,mercadolivre,pneustore",222.88,837.41,462.29464646464646,453.81,320.322,608.68,468.62421686746984,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r14/pneu-185-60-r14-dunlop-lm704_20250804_103656.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r14/pneu-18560r14-dunlop-lm704_20250807_150951.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r14/pneu-18560r14-dunlop-lm704_20250808_144456.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r14/pneu-18560r14-dunlop-lm704_20250811_134051.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r14/pneu-18560r14-dunlop-lm704_20250814_123626.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r14/pneu-185-60-r14-dunlop-lm704_20250811_133444.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r14/pneu-185-60-r14-dunlop-lm704_20250814_144330.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/185-60-r14/pneu-18560r14-dunlop-lm704_20250811_141127.csv"
dunlop||lm704,dunlop,lm704,,2,mercadolivre,310.0,668.78,489.39,489.39,345.878,632.902,,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r14/pneu-185-60-r14-dunlop-lm704_20250814_144330.csv
dunlop|205/60R16|ltx force,dunlop,ltx force,205/60R16,1,pneustore,782.13,782.13,782.13,782.13,782.13,782.13,782.13,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-60-r16/pneu-20560r16-dunlop-enasave_20250811_185543.csv
dunlop|205/70R15|ltx force,dunlop,ltx force,205/70R15,1,pneustore,811.46,811.46,811.46,811.46,811.46,811.46,811.46,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-70-r15/pneu-20570r15-dunlop-grandtrek_20250811_193844.csv
dunlop|175/70R14|p400,dunlop,p400,175/70R14,1,pneustore,391.01,391.01,391.01,391.01,391.01,391.01,391.01,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/175-70-r14/pneu-17570r14-dunlop-grandtrek_20250811_134415.csv
dunlop|205/55R16|p400,dunlop,p400,205/55R16,1,pneustore,459.46,459.46,459.46,459.46,459.46,459.46,459.46,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-55-r16/pneu-20555r16-dunlop-enasave_20250811_182746.csv
dunlop|175/70R14|powercontact,dunlop,powercontact,175/70R14,1,pneustore,454.9,454.9,454.9,454.9,454.9,454.9,454.9,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/175-70-r14/pneu-17570r14-dunlop-grandtrek_20250811_134415.csv
dunlop|185/55R16|powercontact,dunlop,powercontact,185/55R16,1,pneustore,569.9,569.9,569.9,569.9,569.9,569.9,569.9,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/185-55-r16/pneu-18555r16-dunlop-enasave_20250811_140452.csv
dunlop|195/50R16|powercontact,dunlop,powercontact,195/50R16,1,pneustore,619.9,619.9,619.9,619.9,619.9,619.9,619.9,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/195-50-r16/pneu-19550r16-dunlop-direzza_20250811_153519.csv
dunlop|205/60R16|powercontact,dunlop,powercontact,205/60R16,1,pneustore,629.9,629.9,629.9,629.9,629.9,629.9,629.9,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-60-r16/pneu-20560r16-dunlop-enasave_20250811_185543.csv
dunlop|175/70R14|scorpion,dunlop,scorpion,175/70R14,1,pneustore,537.68,537.68,537.68,537.68,537.68,537.68,537.68,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/175-70-r14/pneu-17570r14-dunlop-grandtrek_20250811_134415.csv
dunlop|205/60R16|scorpion,dunlop,scorpion,205/60R16,4,pneustore,562.13,899.46,651.3475000000001,571.9,563.594,802.6590000000001,571.9,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-60-r16/pneu-20560r16-dunlop-enasave_20250811_185543.csv
