canonical_key,brand,model,size,n_listings,marketplaces,min_price,max_price,mean_price,median_price,p10,p90,media_correta,evidence_files
general|175/70R14,general,,175/70R14,1,mercadolivre,473.05,473.05,473.05,473.05,473.05,473.05,473.05,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r14-pirelli-p400-evo_20250801_113029.json
goodyear,goodyear,,,2,mercadolivre,592.42,729.0,660.71,660.71,606.078,715.342,,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r14-goodyear-goodyear-assurance_20250801_095627.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-goodyear-eagle_20250808_121123.csv"
goodyear|175-70-r13,goodyear,,175-70-r13,1,pneustore,299.9,299.9,299.9,299.9,299.9,299.9,299.9,user/Desktop/Precificação_AI/test_output/test_pneustore_20250808_150234.csv
goodyear|175/65R14,goodyear,,175/65R14,1,mercadolivre,473.47,473.47,473.47,473.47,473.47,473.47,473.47,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-direction_20250808_112624.csv
goodyear|175/70R13,goodyear,,175/70R13,23,"magazineluiza,mercadolivre",299.9,45033.0,11507.545652173912,425.41,318.592,42541.0,9649.681111111111,"user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250722_085534.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250722_090616.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250724_100119.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-kelly-edge_20250725_084655.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-175-70-r13-goodyear_20250731_142814.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-175-70-r13-goodyear_20250806_233324.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r13-goodyear-kelly-edge_20250729_084502.json,user/Desktop/Precificação_AI/data/processed/marketplaces.db,user/Desktop/Precificação_AI/data/processed/mercadolivre/pricing_20250722_142324.json,user/Desktop/Precificação_AI/test_output/test_magalu_20250808_150321.csv,user/Desktop/Precificação_AI/test_output/test_mercadolivre_20250808_150321.csv"
goodyear|175/70R14,goodyear,,175/70R14,2,mercadolivre,580.0,580.9,580.45,580.45,580.09,580.81,,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r14-goodyear-goodyear-assurance_20250801_095627.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-assurance_20250808_115156.csv"
goodyear|185/65R15,goodyear,,185/65R15,2,mercadolivre,600.0,697.35,648.675,648.675,609.735,687.615,,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-goodyear-eagle_20250808_122324.csv
goodyear|195/55R15,goodyear,,195/55R15,17,mercadolivre,634.51,768.06,723.7241176470588,738.69,693.3,768.06,729.3,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r15/pneu-195-55-r15-goodyear-efficientgrip_20250808_125215.csv
goodyear|195/55R16,goodyear,,195/55R16,3,mercadolivre,1238.0,1299.0,1260.6666666666667,1245.0,1239.4,1288.2,1245.0,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r16/pneu-195-55-r16-goodyear-eagle_20250808_130848.csv
goodyear|195/65R15,goodyear,,195/65R15,3,mercadolivre,449.0,812.13,640.67,660.88,491.376,781.88,660.88,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-65-r15/pneu-195-65-r15-goodyear-efficientgrip_20250808_132901.csv
goodyear|205/60R15,goodyear,,205/60R15,3,mercadolivre,150.0,958.95,642.86,819.63,283.92600000000004,931.086,819.63,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-60-r15/pneu-205-60-r15-goodyear-efficientgrip_20250808_135632.csv
goodyear|205/70R15,goodyear,,205/70R15,5,mercadolivre,908.59,1103.0,1024.118,1047.0,946.754,1085.0,1036.3333333333333,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-70-r15/pneu-205-70-r15-goodyear-cargo-marathon_20250808_141526.csv
goodyear|215/50R17,goodyear,,215/50R17,13,mercadolivre,150.0,1022.0,849.0753846153847,903.34,768.2700000000001,962.97,911.8140000000001,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/215-50-r17/pneu-215-50-r17-goodyear-efficientgrip_20250808_142727.csv
goodyear|205/70R15|15 cargo,goodyear,15 cargo,205/70R15,1,pneustore,801.68,801.68,801.68,801.68,801.68,801.68,801.68,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-70-r15/pneu-20570r15-goodyear-cargo-marathon_20250811_193038.csv
goodyear||assurance,goodyear,assurance,,4,"Dados_locais,mercadolivre",717.67,779.23,748.45,748.45,723.826,773.0740000000001,,"ETL/data/processed/pricing.db,user/Desktop/Precificação_AI/ETL/data/processed/pricing.db,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r14/pneu-185-65-r14-goodyear-assurance_20250808_121450.csv"
goodyear|165/70R13|assurance,goodyear,assurance,165/70R13,107,"magazineluiza,mercadolivre",391.61,570.62,464.77747663551406,465.02,409.238,529.49,463.0747126436781,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r13/pneu-165-70-r13-goodyear-assurance_20250804_100859.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r13/pneu-16570r13-goodyear-assurance_20250807_134640.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r13/pneu-16570r13-goodyear-assurance_20250808_132043.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r13/pneu-16570r13-goodyear-assurance_20250811_120200.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r13/pneu-16570r13-goodyear-assurance_20250814_113636.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/165-70-r13/pneu-165-70-r13-goodyear-assurance_20250808_111611.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/165-70-r13/pneu-165-70-r13-goodyear-assurance_20250811_123600.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/165-70-r13/pneu-165-70-r13-goodyear-assurance_20250814_134552.csv"
goodyear|165/70R14|assurance,goodyear,assurance,165/70R14,109,"magazineluiza,mercadolivre,pneustore",273.68,658.07,530.9985321100918,553.06,406.48,628.33,542.050618556701,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r14/pneu-165-70-r14-goodyear-assurance_20250804_100133.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r14/pneu-16570r14-goodyear-assurance_20250807_134941.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r14/pneu-16570r14-goodyear-assurance_20250808_132337.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/165-70-r14/pneu-165-70-r14-goodyear-assurance_20250808_111725.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/165-70-r14/pneu-165-70-r14-goodyear-assurance_20250811_123736.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/165-70-r14/pneu-165-70-r14-goodyear-assurance_20250814_134738.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/165-70-r14/pneu-16570r14-goodyear-assurance_20250811_125807.csv"
goodyear|175/65R14|assurance,goodyear,assurance,175/65R14,116,"magazineluiza,mercadolivre",359.9,579.99,461.83491379310345,457.53,361.85,534.4200000000001,458.9373684210526,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-175-65-r14-goodyear-assurance_20250804_090438.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-assurance_20250807_141533.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-assurance_20250808_135020.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-assurance_20250811_123156.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-assurance_20250814_120329.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-assurance_20250808_113149.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-assurance_20250811_125633.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-assurance_20250814_140440.csv"
goodyear|175/70R13|assurance,goodyear,assurance,175/70R13,269,"magazineluiza,mercadolivre",379.99,54467.0,4820.8939405204455,519.43,429.23,5776.0,764.9572888888889,"user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250721_153126.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250721_155646.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250723_084127.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250724_095414.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250725_084053.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-175-70-r13-goodyear-assurance_20250731_150052.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-175-70-r13-goodyear_20250731_142814.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-175-70-r13-goodyear_20250806_233324.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-17570r13-goodyear-assurance_20250807_142858.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-17570r13-goodyear-assurance_20250808_140432.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-17570r13-goodyear-assurance_20250811_125021.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-17570r13-goodyear-assurance_20250814_121354.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r13-goodyear-assurance_20250729_083740.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r13-goodyear-goodyear-assurance_20250730_093615.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-formula-energy_20250808_113705.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-goodyear-assurance_20250808_114317.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-goodyear-assurance_20250811_131028.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-goodyear-assurance_20250814_141714.csv,user/Desktop/Precificação_AI/data/processed/marketplaces.db,user/Desktop/Precificação_AI/data/processed/mercadolivre/pricing_20250722_142324.json"
goodyear|175/70R14|assurance,goodyear,assurance,175/70R14,217,"magazineluiza,mercadolivre,pneustore",446.41,747.0,601.0804147465437,609.0,503.646,685.6899999999999,605.0264739884394,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r14/pneu-175-70-r14-goodyear-assurance_20250801_094759.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r14/pneu-17570r14-goodyear-assurance_20250807_144648.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r14/pneu-17570r14-goodyear-assurance_20250808_142146.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r14/pneu-17570r14-goodyear-assurance_20250811_131411.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r14/pneu-17570r14-goodyear-assurance_20250814_122302.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r14-goodyear-goodyear-assurance_20250801_095627.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-assurance_20250808_115156.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-assurance_20250811_132109.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-assurance_20250814_142658.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r14/pneu-175-70-r14-goodyear-goodyear-assurance_20250805_124827.json,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/175-70-r14/pneu-17570r14-goodyear-assurance_20250811_134909.csv"
goodyear|185/65R14|assurance,goodyear,assurance,185/65R14,107,"magazineluiza,mercadolivre",140.0,787.88,625.6497196261682,648.54,523.2940000000001,749.6,649.6788372093023,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r14/pneu-185-65-r14-goodyear-assurance_20250804_143520.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r14/pneu-18565r14-goodyear-assurance_20250807_153355.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r14/pneu-18565r14-goodyear-assurance_20250808_151204.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r14/pneu-185-65-r14-goodyear-assurance_20250808_121450.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r14/pneu-185-65-r14-goodyear-assurance_20250811_135043.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r14/pneu-185-65-r14-goodyear-assurance_20250814_145800.csv"
goodyear|185/70R14|assurance,goodyear,assurance,185/70R14,134,"magazineluiza,mercadolivre,pneustore",130.0,842.1,611.8345522388058,619.09,512.918,725.981,615.9710377358491,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-70-r14/pneu-185-70-r14-goodyear-assurance_20250804_154827.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-70-r14/pneu-18570r14-goodyear-assurance_20250807_160047.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-70-r14/pneu-18570r14-goodyear-assurance_20250808_154232.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-70-r14/pneu-18570r14-goodyear-assurance_20250811_144340.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-70-r14/pneu-185-70-r14-goodyear-assurance_20250808_123227.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-70-r14/pneu-185-70-r14-goodyear-assurance_20250811_141506.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-70-r14/pneu-185-70-r14-goodyear-assurance_20250814_151738.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/185-70-r14/pneu-18570r14-goodyear-assurance_20250811_150650.csv"
goodyear||assurance,goodyear,assurance,,3,mercadolivre,100.0,779.23,532.3000000000001,717.67,223.534,766.918,717.67,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r14/pneu-185-65-r14-goodyear-assurance_20250811_135043.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-70-r14/pneu-185-70-r14-goodyear-assurance_20250811_141506.csv"
goodyear|165/70R13|assurance maxlife,goodyear,assurance maxlife,165/70R13,15,magazineluiza,391.61,465.02,423.7453333333333,429.9,391.61,465.02,423.7453333333333,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r13/pneu-16570r13-goodyear-assurance_20250811_120200.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r13/pneu-16570r13-goodyear-assurance_20250814_113636.csv"
goodyear|165/70R14|assurance maxlife,goodyear,assurance maxlife,165/70R14,18,magazineluiza,406.48,692.71,530.5927777777777,526.0,406.48,658.07,521.0564705882352,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r14/pneu-16570r14-goodyear-assurance_20250811_120454.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/165-70-r14/pneu-16570r14-goodyear-assurance_20250814_114819.csv"
goodyear|175/65R14|assurance maxlife,goodyear,assurance maxlife,175/65R14,11,magazineluiza,361.85,435.02,392.3054545454546,361.85,361.85,435.02,392.3054545454546,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-assurance_20250811_123156.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-assurance_20250814_120329.csv"
goodyear|175/70R13|assurance maxlife,goodyear,assurance maxlife,175/70R13,12,magazineluiza,396.57,469.0,434.10833333333335,440.9,396.57,462.01,430.93636363636364,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-17570r13-goodyear-assurance_20250811_125021.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-17570r13-goodyear-assurance_20250814_121354.csv"
goodyear|175/70R14|assurance maxlife,goodyear,assurance maxlife,175/70R14,29,magazineluiza,446.41,735.75,554.9762068965518,535.03,446.41,687.874,535.5153846153846,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r14/pneu-17570r14-goodyear-assurance_20250811_131411.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r14/pneu-17570r14-goodyear-assurance_20250814_122302.csv"
goodyear|185/65R14|assurance maxlife,goodyear,assurance maxlife,185/65R14,15,magazineluiza,495.73,787.88,639.6853333333332,594.01,495.73,787.88,639.6853333333332,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r14/pneu-18565r14-goodyear-assurance_20250811_140659.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r14/pneu-18565r14-goodyear-assurance_20250814_124753.csv"
goodyear|185/70R14|assurance maxlife,goodyear,assurance maxlife,185/70R14,8,magazineluiza,505.66,659.99,579.5174999999999,576.21,505.66,659.99,579.5174999999999,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-70-r14/pneu-18570r14-goodyear-assurance_20250811_144340.csv
goodyear|175/65R14|direction,goodyear,direction,175/65R14,94,"magazineluiza,mercadolivre",316.12,927.92,433.5993617021277,405.65,377.09999999999997,522.107,417.2905405405405,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-175-65-r14-goodyear-direction_20250804_095836.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-direction_20250807_140224.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-direction_20250808_133744.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-direction_20250811_121845.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-65-r14/pneu-17565r14-goodyear-direction_20250814_115623.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-direction_20250808_112624.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-direction_20250811_124917.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-direction_20250814_135705.csv"
goodyear|175/70R13|direction,goodyear,direction,175/70R13,14,"magazineluiza,mercadolivre",300.6,3454.8,805.8735714285714,331.505,319.0,2571.5100000000034,370.18454545454546,"user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250721_153126.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250723_084127.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250724_095414.json,user/Desktop/Precificação_AI/ETL/data/raw/mercadolivre/pneu-175-70-r13-goodyear-assurance_20250725_084053.json,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/175-70-r13/pneu-175-70-r13-goodyear_20250806_233324.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/JSON/pneu-175-70-r13-goodyear-assurance_20250729_083740.json,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-70-r13/pneu-175-70-r13-formula-energy_20250808_113705.csv,user/Desktop/Precificação_AI/data/processed/marketplaces.db,user/Desktop/Precificação_AI/data/processed/mercadolivre/pricing_20250722_142324.json"
goodyear|185/65R14|direction,goodyear,direction,185/65R14,1,magazineluiza,449.9,449.9,449.9,449.9,449.9,449.9,449.9,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-65-r14/pneu-18565r14-goodyear-kelly_20250811_140930.csv
goodyear|185/70R14|direction,goodyear,direction,185/70R14,1,magazineluiza,469.9,469.9,469.9,469.9,469.9,469.9,469.9,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-70-r14/pneu-18570r14-goodyear-kelly_20250811_144617.csv
goodyear|195/55R16|direction,goodyear,direction,195/55R16,2,mercadolivre,696.99,750.99,723.99,723.99,702.39,745.59,,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/195-55-r16/pneu-195-55-r16-goodyear-eagle_20250808_130848.csv
goodyear|195/60R15|direction,goodyear,direction,195/60R15,1,magazineluiza,489.9,489.9,489.9,489.9,489.9,489.9,489.9,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/195-60-r15/pneu-19560r15-goodyear-kelly_20250811_164142.csv
goodyear|205/55R16|direction,goodyear,direction,205/55R16,1,mercadolivre,498.85,498.85,498.85,498.85,498.85,498.85,498.85,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-55-r16/pneu-205-55-r16-goodyear-eagle_20250808_135018.csv
goodyear|205/65R15|direction,goodyear,direction,205/65R15,29,"magazineluiza,mercadolivre,pneustore",410.57,933.96,755.8824137931034,825.02,567.9,930.93,778.748,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-65-r15/pneu-20565r15-goodyear-direction_20250811_185657.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/205-65-r15/pneu-20565r15-goodyear-direction_20250814_141806.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-65-r15/pneu-205-65-r15-goodyear-direction_20250811_163916.csv,user/Desktop/Precificação_AI/Scraper_em_geral/pneustore/dados/raw/205-65-r15/pneu-20565r15-goodyear-direction_20250811_191151.csv"
goodyear||direction,goodyear,direction,,4,mercadolivre,270.0,790.9,412.45,294.45,275.96999999999997,643.33,294.45,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-direction_20250811_124917.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/175-65-r14/pneu-175-65-r14-goodyear-direction_20250814_135705.csv"
goodyear||eagle,goodyear,eagle,,29,mercadolivre,598.0,1215.0,930.0951724137932,966.44,687.94,1197.0,930.8223999999999,"user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-goodyear-eagle_20250808_121123.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-65-r15/pneu-185-65-r15-goodyear-eagle_20250808_122324.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/205-50-r17/pneu-205-50-r17-goodyear-eagle_20250808_133313.csv"
goodyear|185/55R16|eagle,goodyear,eagle,185/55R16,50,"magazineluiza,mercadolivre",90.0,864.18,722.5720000000001,726.37,627.574,851.72,752.9306976744186,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-goodyear-eagle_20250811_132710.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-55-r16/pneu-18555r16-goodyear-eagle_20250814_122930.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-goodyear-eagle_20250811_132829.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-55-r16/pneu-185-55-r16-goodyear-eagle_20250814_143542.csv"
goodyear|185/60R15|eagle,goodyear,eagle,185/60R15,82,"magazineluiza,mercadolivre",490.0,799.0,652.9091463414634,659.48,531.91,749.0,652.0155882352942,"user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-18560r15-goodyear-eagle_20250811_135822.csv,user/Desktop/Precificação_AI/Scraper_em_geral/MagazineLuiza/data/raw/185-60-r15/pneu-18560r15-goodyear-eagle_20250814_124426.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-goodyear-eagle_20250808_121123.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-goodyear-eagle_20250811_134610.csv,user/Desktop/Precificação_AI/Scraper_em_geral/mercadolivre/data/raw/185-60-r15/pneu-185-60-r15-goodyear-eagle_20250814_145335.csv"
