titulo,preco,link,marketplace,brand,model,size,medida,aro,termo_busca,categoria,marca,marca_filho,local,vendedor,condicao,frete_gratis,data_coleta,caracteristicas
Pneu Speedmax Aro 15 MH01 185/65R15 92H XL,354.9,https://www.pneustore.com.br/categorias/pneus-de-carro/pneus-185-65r15/produto/pneu-speedmax-aro-15-mh01-185-65r15-92h-xl-16007067,pneustore,,,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,,,,,,False,2025-08-24 17:29:23,{}
Pneu Itaro Aro 15 MH01 185/65R15 92H XL,289.9,https://www.pneustore.com.br/categorias/pneus-de-carro/pneus-185-65r15/produto/pneu-itaro-aro-15-mh01-185-65r15-92h-xl-16009242,pneustore,,,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,,,,,,False,2025-08-24 17:29:24,{}
Pneu Pirelli Aro 15 Cinturato P1 (KS) 185/65R15 92H XL,559.9,https://www.pneustore.com.br/categorias/pneus-de-carro/passeio/produto/pneu-pirelli-aro-15-cinturato-p1-%28ks%29-185-65r15-92h-xl-10070394,pneustore,pirelli,15 cinturato,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,pirelli,15 Cinturato,,,,False,2025-08-24 17:29:29,{}
Pneu Itaro Aro 15 Comformax 185/65R15 88H,289.9,https://www.pneustore.com.br/categorias/pneus-de-carro/pneus-185-65r15/produto/pneu-itaro-aro-15-comformax-185-65r15-88h-16004989,pneustore,,,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,,,,,,False,2025-08-24 17:29:35,{}
Pneu Continental Aro 15 UltraContact 185/65R15 88H,519.9,https://www.pneustore.com.br/categorias/pneus-de-carro/pneus-185-65r15/produto/pneu-continental-aro-15-ultracontact-185-65r15-88h-16010582,pneustore,continental,15 ultracontact,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,continental,15 Ultracontact,,,,False,2025-08-24 17:29:36,{}
Pneu Continental Aro 15 ContiPowerContact 185/65R15 92T XL,509.9,https://www.pneustore.com.br/categorias/pneus-de-carro/passeio/produto/pneu-continental-aro-15-contipowercontact-185-65r15-92t-xl-10120210,pneustore,continental,powercontact,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,continental,Powercontact,,,,False,2025-08-24 17:29:37,{}
Pneu Speedmax Prime Aro 15 FRD16 185/65R15 88H,349.9,https://www.pneustore.com.br/categorias/pneus-de-carro/pneus-185-65r15/produto/pneu-speedmax-prime-aro-15-frd16-185-65r15-88h-16005726,pneustore,,,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,,,,,,False,2025-08-24 17:29:40,{}
Pneu Pirelli Aro 15 P400 Evo 185/65R15 88H,449.9,https://www.pneustore.com.br/categorias/pneus-de-carro/pneus-185-65r15/produto/pneu-pirelli-aro-15-p400-evo-185-65r15-88h-16010911,pneustore,pirelli,p400,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,pirelli,P400,,,,False,2025-08-24 17:29:41,{}
Pneu Continental Aro 15 ContiPremiumContact 5 185/65R15 88H,499.9,https://www.pneustore.com.br/categorias/pneus-de-carro/pneus-185-65r15/produto/pneu-continental-aro-15-contipremiumcontact-5-185-65r15-88h-10120127,pneustore,continental,15 contipremiumcontact,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,continental,15 Contipremiumcontact,,,,False,2025-08-24 17:29:42,{}
Pneu Kumho Aro 15 Ecowing ES31 185/65R15 88H,374.9,https://www.pneustore.com.br/categorias/pneus-de-carro/pneus-185-65r15/produto/pneu-kumho-aro-15-ecowing-es31-185-65r15-88h-10010775,pneustore,kumho,15 ecowing,185/65R15,185-65-r15,15,pneu 185 65 r15 Dynamo Street-H Mh01 92H,,kumho,15 Ecowing,,,,False,2025-08-24 17:29:43,{}
