titulo,preco,link,data_coleta,medida,marca,modelo,preco_original,promocao,imagem,marketplace,categoria,disponivel,avaliacoes,nota_media,vendedor,frete_gratis,parcelamento,descricao,frete
Pneu Aro 15” 205/65R15 Goodyear 94T Direction 2 SUV,559.9,https://www.magazineluiza.com.br/pneu-aro-15-205-65r15-goodyear-94t-direction-2-suv/p/236189300/au/pine/,2025-08-23 17:07:12,205/65R15,goodyear,direction,,False,,magazineluiza,,True,0,0.0,magazineluiza,False,,,
Pneu Aro 15” 205/65R15 Goodyear 94T Direction 2 SUV,559.9,https://www.magazineluiza.com.br/pneu-aro-15-205-65r15-goodyear-94t-direction-2-suv/p/236189300/au/pine/,2025-08-23 17:07:49,205/65R15,goodyear,direction,,False,,magazineluiza,,True,0,0.0,magazineluiza,False,,,
Pneu Aro 15” 205/65R15 Goodyear 94T Direction 2 SUV,559.9,https://www.magazineluiza.com.br/pneu-aro-15-205-65r15-goodyear-94t-direction-2-suv/p/236189300/au/pine/,2025-08-23 17:08:27,205/65R15,goodyear,direction,,False,,magazineluiza,,True,0,0.0,magazineluiza,False,,,
